"","title","Author","Affiliation","Country","Zone","paper_zone","paper_country","Year","Journal","journals_2","field","bio_monet","main_method","biodiv_objective","partial_general","...16","biodiv_measure","biodiv_direct","biodiv_functional_historical","biodiv_indicator_level","biodiv_indicator_use","biodiv_proxy","...23","species_2","species","biodiv_type","ess_binary","ess_type","ess_measure","paper_empirical","method_static","method_resolution","method_spatial","spatial_ecology","spatial_economy","positive_normative","comments","affiliation_class","FLAG","keywords","keywords2","ecological_model","stoch_ecol","stoch_econ","habitat2","biodiv_type2","id_unique_author","last_names_author"
"789","Species Distributions, Land Values, and Efficient Conservation","Andrew Solow","Woods Hole Oceanographic Institution","USA","North America","North America","USA",1998,"Science","Sustainable science","Other","No","Cost_eff","Both","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - USA",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",356,"solow"
"790","Species Distributions, Land Values, and Efficient Conservation","Jeffrey D. Camm","Department of Quantitatve Anayss and Operations Management, University of C~ncinna","USA","North America","North America","USA",1998,"Science","Sustainable science","Other","No","Cost_eff","Both","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - USA",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",45,"camm"
"791","Maximizing return on investment in conservation","William Murdoch","Department of Ecology, Evolution and Marine Biology, University of California, Santa Barbara","USA","North America","Mixed : Oceania America","USA & Australia",2007,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - USA",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",476,"murdoch"
"792","Maximizing return on investment in conservation","Stephen Polasky","Department of Applied Economics, University of Minnesota","USA","North America","Mixed : Oceania America","USA & Australia",2007,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - USA",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",44,"polasky"
"793","Maximizing return on investment in conservation","Kerrie A. Wilson","The Ecology Centre, School of Integrative Biology, The University of Queensland,","Australia","Oceania","Mixed : Oceania America","USA & Australia",2007,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - USA",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",111,"wilson"
"794","Maximizing return on investment in conservation","Hugh P. Possingham","The Ecology Centre, School of Integrative Biology, The University of Queensland,","Australia","Oceania","Mixed : Oceania America","USA & Australia",2007,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - USA",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",446,"possingham"
"795","Maximizing return on investment in conservation","Peter Kareiva","The Nature Conservancy, 1917 First Avenue, Seattle,","USA","North America","Mixed : Oceania America","USA & Australia",2007,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - USA",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",477,"kareiva"
"796","Maximizing return on investment in conservation","Rebecca Shaw","The Nature Conservancy, 201 Mission Street, 4th Floor, San Francisco","USA","North America","Mixed : Oceania America","USA & Australia",2007,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - USA",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",478,"shaw"
"797","Prioritizing global conservation efforts","Kerrie A. Wilson","The Ecology Centre, Schools of Integrative Biology and Physical Sciences, The University of Queensland","Australia","Oceania","Oceania","Australia",2006,"Nature","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - Wallacea and Sunderland",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","Yes","Yes","Park_reserve","remarkable_endangered",111,"wilson"
"798","Prioritizing global conservation efforts","Marissa F. McBride","The Ecology Centre, Schools of Integrative Biology and Physical Sciences, The University of Queensland","Australia","Oceania","Oceania","Australia",2006,"Nature","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - Wallacea and Sunderland",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","Yes","Yes","Park_reserve","remarkable_endangered",468,"mcbride"
"799","Prioritizing global conservation efforts","Michael Bode","The Ecology Centre, Schools of Integrative Biology and Physical Sciences, The University of Queensland","Australia","Oceania","Oceania","Australia",2006,"Nature","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - Wallacea and Sunderland",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","Yes","Yes","Park_reserve","remarkable_endangered",453,"bode"
"800","Prioritizing global conservation efforts","Hugh P. Possingham","The Ecology Centre, Schools of Integrative Biology and Physical Sciences, The University of Queensland","Australia","Oceania","Oceania","Australia",2006,"Nature","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Habitat",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - Wallacea and Sunderland",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","Yes","Yes","Park_reserve","remarkable_endangered",446,"possingham"
"801","Does conservation planning matter in a dynamic and uncertain world?","Eli Meir","Simbiotic Software, 148 Grandview Ct., Ithaca, NY 14850, USA & National Center for Ecological Analysis and Synthesis, University of California Santa Barbara, Santa Barbara","USA","North America","Mixed : Oceania America","USA & Australia",2004,"Ecology Letters","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - Aves - not known - not known",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","Yes","No","Park_reserve","remarkable_endangered",479,"meir"
"802","Does conservation planning matter in a dynamic and uncertain world?","Sandy Andelman","National Center for Ecological Analysis and Synthesis, University of California Santa Barbara, Santa Barbara","USA","North America","Mixed : Oceania America","USA & Australia",2004,"Ecology Letters","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - Aves - not known - not known",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","Yes","No","Park_reserve","remarkable_endangered",480,"andelman"
"803","Does conservation planning matter in a dynamic and uncertain world?","Hugh P. Possingham","National Center for Ecological Analysis and Synthesis, University of California Santa Barbara, Santa Barbara & Ecology Centre and Department of Mathematics, The University of Queensland","USA & Australia",NA,"Mixed : Oceania America","USA & Australia",2004,"Ecology Letters","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - Aves - not known - not known",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","Yes","No","Park_reserve","remarkable_endangered",446,"possingham"
"804","Optimal reserve selection in a dynamic world","Niels Strange","The Royal Veterinary and Agricultural University, Department of Economics, Politics and Management Planning, Rolighedsvej 23, DK-1958 Frederiksberg, Denmark","Denmark","Europe","Europe","Denmark",2006,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set",0,"0","0","Theoretical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","Yes","No","Park_reserve","remarkable_endangered",481,"strange"
"805","Optimal reserve selection in a dynamic world","Bo Jellesmark Thorsen","The Royal Veterinary and Agricultural University, Department of Economics, Politics and Management Planning, Department of Forestry and Forest Products, Hørsholm Kongevej 11, DK-2970 Hoersholm, Denmark","Denmark","Europe","Europe","Denmark",2006,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set",0,"0","0","Theoretical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","Yes","No","Park_reserve","remarkable_endangered",401,"thorsen"
"806","Optimal reserve selection in a dynamic world","Jesper Bladt","University of Aarhus, Institute of Biological Science, Department of Systematic Botany, Ny Munkegade, Building 1540, DK-8000 Aarhus C, Denmark","Denmark","Europe","Europe","Denmark",2006,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set",0,"0","0","Theoretical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","Yes","No","Park_reserve","remarkable_endangered",482,"bladt"
"807","Integrating Costs of Conservation into International Priority Setting","Andrew Balmford","Conservation Biology Group, Department of Zoology, University of Cambridge, Downing Street, Cambridge CB2 3EJ, UK","UK","Europe","Europe","UK",2000,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Both","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - Mammalia - not known - not known",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Absent","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",463,"balmford"
"808","Integrating Costs of Conservation into International Priority Setting","Kevin J. Gaston","Biodiversity and Macroecology Group, Department of Animal & Plant Sciences, University of Sheffield,","UK","Europe","Europe","UK",2000,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Both","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - Mammalia - not known - not known",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Absent","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",110,"gaston"
"809","Integrating Costs of Conservation into International Priority Setting","Ana S. L. Rodrigues","Biodiversity and Macroecology Group, Department of Animal & Plant Sciences, University of Sheffield,","UK","Europe","Europe","UK",2000,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Both","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - Mammalia - not known - not known",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Absent","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",483,"rodrigues"
"810","Integrating Costs of Conservation into International Priority Setting","Alexander James","Department of Land Economy, University of Cambridge,","UK","Europe","Europe","UK",2000,"Biological Conservation","Ecology","Ecology","No","Cost_eff","Both","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - Mammalia - not known - not known",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Absent","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology & Economics",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",484,"james"
"811","Cost-effective global conservation spending is robust to taxonomic group","Michael Bode","The Ecology Center, School of Integrative Biology and Department of Mathematics, University of Queensland, St. Lucia 4072, Australia","Australia","Oceania","Mixed : Oceania America","USA & Australia",2008,"PNAS","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - overall biodiversity hotposts",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",453,"bode"
"812","Cost-effective global conservation spending is robust to taxonomic group","Kerrie A. Wilson","The Ecology Center, School of Integrative Biology, University of Queensland","Australia","Oceania","Mixed : Oceania America","USA & Australia",2008,"PNAS","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - overall biodiversity hotposts",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",111,"wilson"
"813","Cost-effective global conservation spending is robust to taxonomic group","Thomas M. Brooks","Conservation International, 2011 Crystal Drive, Suite 500, Arlington, VA 22202; World Forestry Center, University of the Philippines, P.O. Box 35024, Los Bassos 4031, Philippines","USA & Philippines","North America","Mixed : Oceania America","USA & Australia",2008,"PNAS","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - overall biodiversity hotposts",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",485,"brooks"
"814","Cost-effective global conservation spending is robust to taxonomic group","Will R. Turner","Conservation International, 2011 Crystal Drive, Suite 500, Arlington, VA 22202","USA","North America","Mixed : Oceania America","USA & Australia",2008,"PNAS","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - overall biodiversity hotposts",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",419,"turner"
"815","Cost-effective global conservation spending is robust to taxonomic group","Russell A. Mittermeier","Conservation International, 2011 Crystal Drive, Suite 500, Arlington, VA 22203","USA","North America","Mixed : Oceania America","USA & Australia",2008,"PNAS","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - overall biodiversity hotposts",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",486,"mittermeier"
"816","Cost-effective global conservation spending is robust to taxonomic group","Marissa F. McBride","The Ecology Center, School of Integrative Biology & Australian Center of Excellence for Risk Analysis, University of Melbourne","Australia","Oceania","Mixed : Oceania America","USA & Australia",2008,"PNAS","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - overall biodiversity hotposts",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",468,"mcbride"
"817","Cost-effective global conservation spending is robust to taxonomic group","Emma C. Underwood","Department of Environmental Sciences and Policy, University of California, Davis","USA","North America","Mixed : Oceania America","USA & Australia",2008,"PNAS","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - overall biodiversity hotposts",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",487,"underwood"
"818","Cost-effective global conservation spending is robust to taxonomic group","Hugh P. Possingham","The Ecology Center, School of Integrative Biology and Department of Mathematics, University of Queensland, St. Lucia 4072, Australia","Australia","Oceania","Mixed : Oceania America","USA & Australia",2008,"PNAS","Sustainable science","Other","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Large_set - not known - not known - overall biodiversity hotposts",0,"0","0","Empirical","Dynamic","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",446,"possingham"
"819","What to do in the face of multiple threats? Incorporating dependencies within a return on investment framework for conservation","Megan C. Evans","The University of Queensland, School of Biological Sciences","Australia","Oceania","Oceania","Australia",2011,"Diversity and Distributions","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Conservation buget",NA,"Multiple species (explicit)","Multiple","Animal - Mammalia - Carnivora - Red Fox & Animal - Mammalia - Lagomorpha - European Rabbit",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Absent","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",488,"evans"
"820","What to do in the face of multiple threats? Incorporating dependencies within a return on investment framework for conservation","Hugh P. Possingham","The University of Queensland, School of Biological Sciences","Australia","Oceania","Oceania","Australia",2011,"Diversity and Distributions","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Conservation buget",NA,"Multiple species (explicit)","Multiple","Animal - Mammalia - Carnivora - Red Fox & Animal - Mammalia - Lagomorpha - European Rabbit",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Absent","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",446,"possingham"
"821","What to do in the face of multiple threats? Incorporating dependencies within a return on investment framework for conservation","Kerrie A. Wilson","The University of Queensland, School of Biological Sciences","Australia","Oceania","Oceania","Australia",2011,"Diversity and Distributions","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Indirectly","Functional","Species","Evolution of services and functions","Conservation buget",NA,"Multiple species (explicit)","Multiple","Animal - Mammalia - Carnivora - Red Fox & Animal - Mammalia - Lagomorpha - European Rabbit",0,"0","0","Empirical","Static","Numerical",NA,"Implicit","Absent","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","No","No","Park_reserve","remarkable_endangered",111,"wilson"
"822","Optimizing the Management of Uneven-Aged Forest Stands","Darius M. Adams","Department of Forestry, School of Natural Resources, University of Wisconsin","USA","North America","North America","USA",1974,"Canadian Journal of Forest Research","Ecology","Ecology","Yes","Cost_eff","Both","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (rhetoric)","Multiple","Forest - not known - not known - northern hardwood",0,"0","0","Theoretical & empirical","Dynamic","Both",NA,"Absent","Absent","Normative","Optimal rotation with ingrowth, optimal harvesting","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",293,"adams"
"823","Optimizing the Management of Uneven-Aged Forest Stands","Alan R. Ek","Department of Forestry, School of Natural Resources, University of Wisconsin","USA","North America","North America","USA",1974,"Canadian Journal of Forest Research","Ecology","Ecology","Yes","Cost_eff","Both","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (rhetoric)","Multiple","Forest - not known - not known - northern hardwood",0,"0","0","Theoretical & empirical","Dynamic","Both",NA,"Absent","Absent","Normative","Optimal rotation with ingrowth, optimal harvesting","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",489,"ek"
"824","Optimizing the Sequence of Diameter Distributions and Selection Harvests for Uneven-Aged Stand Management","Robert G. Haight","Department of Forest Management, College of Forestry, Oregon State University","USA","North America","North America","USA",1985,"Forest Science","Ecology","Ecology","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (rhetoric)","Multiple","Forest - not known - not known - northern hardwood",0,"0","0","Theoretical & empirical","Dynamic","Both",NA,"Absent","Absent","Normative","Optimal rotation with ingrowth, optimal harvesting","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",228,"haight"
"825","Optimizing the Sequence of Diameter Distributions and Selection Harvests for Uneven-Aged Stand Management","J. Douglas Brodie","Department of Forest Management, College of Forestry, Oregon State University","USA","North America","North America","USA",1985,"Forest Science","Ecology","Ecology","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (rhetoric)","Multiple","Forest - not known - not known - northern hardwood",0,"0","0","Theoretical & empirical","Dynamic","Both",NA,"Absent","Absent","Normative","Optimal rotation with ingrowth, optimal harvesting","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",490,"brodie"
"826","Optimizing the Sequence of Diameter Distributions and Selection Harvests for Uneven-Aged Stand Management","Darius M. Adams","College of Forest Resources, University of Washington","USA","North America","North America","USA",1985,"Forest Science","Ecology","Ecology","Yes","CBA","Objective","Partial",NA,NA,"Directly","Functional","Population","Evolution of services and functions","No",NA,"Multiple species (rhetoric)","Multiple","Forest - not known - not known - northern hardwood",0,"0","0","Theoretical & empirical","Dynamic","Both",NA,"Absent","Absent","Normative","Optimal rotation with ingrowth, optimal harvesting","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Extinction","Extinction","Population dynamics","No","No","Forest","Common",293,"adams"
"827","Applying a Decision-Theory Framework to Landscape Planning for Biodiversity: Follow-Up to Watson et al.","MICHAEL I. WESTPHAL","Department of Environmental Science, Policy and Management, University of California, Berkeley,","USA","North America","Mixed : Oceania America","USA & Australia",2003,"Conservation Biology","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Plant",0,"0","0","Theoretical & empirical","Static","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","Yes","No","Park_reserve","remarkable_endangered",491,"westphal"
"828","Applying a Decision-Theory Framework to Landscape Planning for Biodiversity: Follow-Up to Watson et al.","HUGH P. POSSINGHAM","Ecology Centre, University of Queensland","Australia","Oceania","Mixed : Oceania America","USA & Australia",2003,"Conservation Biology","Ecology","Ecology","No","Cost_eff","Objective","Partial",NA,NA,"Directly","Functional","Species","Evolution of services and functions","No",NA,"Multiple species (explicit)","Multiple","Plant",0,"0","0","Theoretical & empirical","Static","Numerical",NA,"Implicit","Implicit","Normative","Global scale conservation with various problems, maximum coverage problem - biodiversity hotspot","Ecology (full, zoology, fisheries and wildlife, forestry)",NA,"Conservation","Conservation","Other","Yes","No","Park_reserve","remarkable_endangered",446,"possingham"
